LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
11751-5,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&FL.Hadlock 1985",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Femur length on US by Hadlock 1985 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&FL.Hadlock 1985"
11752-3,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&FL.Woo 1985",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Femur length on US by Woo 1985 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&FL.Woo 1985"
11754-9,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&HC.Hadlock 1984",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Head circumference on US by Hadlock 1984 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&HC.Hadlock 1984"
11755-6,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&HC.Jordaan 1983",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Head circumference on US by Jordaan 1983 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&HC.Jordaan 1983"
11762-2,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AD&BPD.Rose 1987",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal diameter and Biparietal diameter on US by Rose 1987 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AD&BPD.Rose 1987"
11763-0,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AD&BPD.Vintzileos 1987",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal diameter and Biparietal diameter on US by Vintzileos 1987 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AD&BPD.Vintzileos 1987"
11765-5,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AD&FL.Rose 1987",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal diameter and Femur length on US by Rose 1987 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AD&FL.Rose 1987"
33139-7,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from BPD&TTD.Hansmann 1986",OB.US,2.70,ACTIVE,2,Observation,,kg,"Fetal Body weight estimated from Biparietal diameter and Transverse thoracic diameter on US by Hansmann 1986 method",kg,2.09,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from BPD&TTD.Hansmann 1986"
50735-0,"Serotonin release.heparin.low molecular weight interpretation",Imp,Pt,Ser,Nom,,SERO,2.73,DISCOURAGED,1,Observation,,,"Serotonin release.heparin.low molecular weight in Serum",,2.22,false,"Serotonin release.heparin.low molecular weight interpretation:Imp:Pt:Ser:Nom:"
54863-6,"Weight loss of 5% or more in the last Mo or loss of 10% or more in last 6Mo",Find,6Mo,^Patient,Ord,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,,"Weight loss of 5% or more in the last month or loss of 10% or more in last 6 months [CMS Assessment]",,2.27,false,"Weight loss of 5% or more in the last Mo or loss of 10% or more in last 6Mo:Find:6Mo:^Patient:Ord:CMS Assessment"
56095-3,"Body weight more or less than 9.0 pounds (4100 g)^at birth",Find,Pt,^Patient,Ord,Reported,PHENX,2.65,TRIAL,2,,,,"Birth weight more or less than 9.0 pounds (4100 g) - Reported",,2.29,false,"Body weight more or less than 9.0 pounds (4100 g)^at birth:Find:Pt:^Patient:Ord:Reported"
11770-5,"Body weight.10th",Prctl,Pt,"^Population distribution",Qn,"Estimated.pop birth wgt gestational age corr.ref",OB.US,2.48,ACTIVE,2,Observation,,%,"[Percentile] Body weight.10th Estimated.pop birth wgt gestational age corr.ref",%,1.0j-a,false,"Body weight.10th:Prctl:Pt:^Population distribution:Qn:Estimated.pop birth wgt gestational age corr.ref"
11771-3,"Body weight.25th",Prctl,Pt,"^Population distribution",Qn,"Estimated.pop birth wgt gestational age corr.ref",OB.US,2.48,ACTIVE,2,Observation,,%,"[Percentile] Body weight.25th Estimated.pop birth wgt gestational age corr.ref",%,1.0j-a,false,"Body weight.25th:Prctl:Pt:^Population distribution:Qn:Estimated.pop birth wgt gestational age corr.ref"
11772-1,"Body weight.50th",Prctl,Pt,"^Population distribution",Qn,"Estimated.pop birth wgt gestational age corr.ref",OB.US,2.48,ACTIVE,2,Observation,,%,"[Percentile] Body weight.50th Estimated.pop birth wgt gestational age corr.ref",%,1.0j-a,false,"Body weight.50th:Prctl:Pt:^Population distribution:Qn:Estimated.pop birth wgt gestational age corr.ref"
11773-9,"Body weight.75th",Prctl,Pt,"^Population distribution",Qn,"Estimated.pop birth wgt gestational age corr.ref",OB.US,2.48,ACTIVE,2,Observation,,%,"[Percentile] Body weight.75th Estimated.pop birth wgt gestational age corr.ref",%,1.0j-a,false,"Body weight.75th:Prctl:Pt:^Population distribution:Qn:Estimated.pop birth wgt gestational age corr.ref"
11774-7,"Body weight.90th",Prctl,Pt,"^Population distribution",Qn,"Estimated.pop birth wgt gestational age corr.ref",OB.US,2.48,ACTIVE,2,Observation,,%,"[Percentile] Body weight.90th Estimated.pop birth wgt gestational age corr.ref",%,1.0j-a,false,"Body weight.90th:Prctl:Pt:^Population distribution:Qn:Estimated.pop birth wgt gestational age corr.ref"
70959-2,"Protein catabolic rate^^adjusted for body weight",MRat,XXX,Ser/Plas,Qn,Calculated,SURVEY.ESRD,2.68,ACTIVE,4,,,g/h,"Protein catabolic rate adjusted for body weight based on Serum or Plasma [Calculated]",g/h,2.40,false,"Protein catabolic rate^^adjusted for body weight:MRat:XXX:Ser/Plas:Qn:Calculated"
86678-0,"Weight gain of 5% or more in the last month or gain of 10% or more in last 6Mo",Find,6Mo,^Patient,Ord,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,,"Weight gain of 5% or more in the last month or gain of 10% or more in last 6 months [CMS Assessment]",,2.63,false,"Weight gain of 5% or more in the last month or gain of 10% or more in last 6Mo:Find:6Mo:^Patient:Ord:CMS Assessment"
11868-7,Equation,Equ,Pt,"Fetal body weight estimation formula",Nar,,OB.US,2.40,ACTIVE,2,Observation,,,"Fetal body weight estimation formula Narrative [Equation] Equation",,1.0j-a,false,"Equation:Equ:Pt:Fetal body weight estimation formula:Nar:"
11775-4,Citation,Bib,Pt,"Fetal body weight estimation formula",Nar,,OB.US,2.73,ACTIVE,2,Observation,,,"Fetal body weight estimation formula Narrative [Bibliographic Citation] Citation",,1.0j-a,false,"Citation:Bib:Pt:Fetal body weight estimation formula:Nar:"
72079-7,"Dry weight order present",Find,Pt,^Patient,Ord,ESRD,SURVEY.ESRD,2.67,TRIAL,4,Observation,,,"Dry weight order present [ESRD]",,2.40,false,"Dry weight order present:Find:Pt:^Patient:Ord:ESRD"
71442-8,"Weight gain",Find,Pt,^Patient,Ord,MDSv3,SURVEY.MDS,2.67,ACTIVE,4,Observation,,,"Weight gain [MDSv3]",,2.40,false,"Weight gain:Find:Pt:^Patient:Ord:MDSv3"
11730-9,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD&FL",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length on US",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD&FL"
11737-4,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD.Eik-Nes 1982",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US by Eik-Nes 1982 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD.Eik-Nes 1982"
11744-0,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&FL&HC",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Femur length and Head circumference on US",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&FL&HC"
11760-6,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AD&BPD&FL",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal diameter and Biparietal diameter and Femur length on US",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AD&BPD&FL"
33140-5,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from BPD&FTA&FL.Osaka 1990",OB.US,2.70,ACTIVE,2,Observation,,kg,"Fetal Body weight estimated from Biparietal diameter and Fetal trunk area and Femur length on US by Osaka 1990 method",kg,2.09,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from BPD&FTA&FL.Osaka 1990"
45274-8,"Low molecular weight heparin induced platelet Ab",PrThr,Pt,Ser,Ord,,COAG,2.66,ACTIVE,1,Both,,,"Low molecular weight heparin induced platelet Ab [Presence] in Serum",,2.17,false,"Low molecular weight heparin induced platelet Ab:PrThr:Pt:Ser:Ord:"
50731-9,"Serotonin release 100 IU/mL heparin.low molecular weight",ACnc,Pt,Ser,Qn,,SERO,2.70,DISCOURAGED,1,Observation,,%,"Serotonin release 100 IU/mL heparin.low molecular weight [Units/volume] in Serum",%,2.22,false,"Serotonin release 100 IU/mL heparin.low molecular weight:ACnc:Pt:Ser:Qn:"
86641-8,"Height, weight & blood pressure panel",-,Pt,^Patient,-,FPAR,PANEL.SURVEY.HHS,2.66,ACTIVE,4,Subset,,,"Height, weight and blood pressure panel [FPAR]",,2.61,false,"Height, weight & blood pressure panel:-:Pt:^Patient:-:FPAR"
70962-6,"Body weight^at peritoneal dialysis adequacy measurement",Mass,Pt,^Patient,Qn,Measured,SURVEY.ESRD,2.69,TRIAL,4,,,kg,"Body weight Measured --at peritoneal dialysis adequacy measurement",[lb_av];kg,2.40,false,"Body weight^at peritoneal dialysis adequacy measurement:Mass:Pt:^Patient:Qn:Measured"
53667-2,"Method of best overall fetal weight estimate",Find,Pt,^Fetus,Nom,Reported,OB.US,2.42,ACTIVE,2,Observation,,,"Method of best overall fetal weight estimate",,2.26,false,"Method of best overall fetal weight estimate:Find:Pt:^Fetus:Nom:Reported"
45748-1,"On a planned weight change program",Find,Pt,^Patient,Ord,MDS,SURVEY.MDS,2.50,ACTIVE,4,,"InterRAI holds the copyright to Version 2.0 of the RAI for long term care outside of the US. Supplemental help and contextual information for MDS items in LOINC was derived from Version 2.0 of the RAI/MDS manual, and should not be reproduced outside of the United States without permission of InterRAI. Within the US, Version 2.0 is in the public domain. As a not for profit corporation under the US Tax Code, interRAI holds the copyright to a number of assessment systems, including the Resident Assessment Instrument (RAI) for long term care facilities outside of the US (the RAI is in the public domain within the US), as well as the assessment systems for Home Care (HC), Assisted Living (AL), Palliative Care (PC), Mental Health (MH) (outside of Canada), and Acute Care (RAI-AC).

The scales, algorithms, and case-mix measures based on these assessment instruments cannot be copyrighted and are thus available to everyone (although the individual items on which they are based are usually copyrighted).

The major clauses of our royalty-free licenses follow:

    * the instrument is not to be changed substantially (excepting individual identifiers and demographics);
    * the license is limited to non-commercial use (i.e., the instrument will not be not incorporated into products to be sold to others);
    * no royalties will be charged;
    * the organization will make appropriate efforts to inform others of the copyright status of the instrument;
    * interRAI's logo and copyright notice are to appear on the form;
    * authors, author institutions, and translators (as appropriate) are to be acknowledged in any document where authors would regularly be indicated (e.g., publication of a training manual);
    * publication of any training manual is limited to the period until a commercially-published version is available;
    * data from use of the instrument are to be shared with interRAI, subject to existing laws on confidentiality.

Commercial use usually requires royalties. In this instance, interRAI may omit the data requirement, but retains the other requirements for a logo, attribution, etc.

We will be pleased in any contract negotiations to acknowledge the participation of individuals or organizations which have played a substantial role in getting the instrument to the point of implementation.

For more information on licensing with interRAI, please contact the president of the Board:

Brant E. Fries, Ph.D.
Institute of Gerontology
University of Michigan
300 North Ingalls
Ann Arbor, Michigan USA 48109
Email: bfries@umich.edu",,"On a planned weight change program [Minimum Data Set]",,2.17,false,"On a planned weight change program:Find:Pt:^Patient:Ord:MDS"
11734-1,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD&FL.Hadlock 1984",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length on US by Hadlock 1984 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD&FL.Hadlock 1984"
11735-8,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD&FL.Hadlock 1985",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length on US by Hadlock 1985 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD&FL.Hadlock 1985"
11736-6,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD&FL.Woo 1985",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length on US by Woo 1985 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD&FL.Woo 1985"
11745-7,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&FL&HC.Hadlock 1984",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Femur length and Head circumference on US by Hadlock 1984 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&FL&HC.Hadlock 1984"
11746-5,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&FL&HC.Hadlock 1985",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Femur length and Head circumference on US by Hadlock 1985 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&FL&HC.Hadlock 1985"
11747-3,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&FL&HC.Ott 1986",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Femur length and Head circumference on US by Ott 1986 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&FL&HC.Ott 1986"
11748-1,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&FL&HC.Vintzileos 1987",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Femur length and Head circumference on US by Vintzileos 1987 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&FL&HC.Vintzileos 1987"
11749-9,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&FL&HC.Weiner 1985",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Femur length and Head circumference on US by Weiner 1985 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&FL&HC.Weiner 1985"
11761-4,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AD&BPD&FL.Rose 1987",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal diameter and Biparietal diameter and Femur length on US by Rose 1987 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AD&BPD&FL.Rose 1987"
72693-5,"Insulin-like growth factor-II.high molecular weight",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.42,ACTIVE,1,Both,,mg/L,"Insulin-like growth factor-II.high molecular weight [Mass/volume] in Serum or Plasma",mg/L,2.42,false,"Insulin-like growth factor-II.high molecular weight:MCnc:Pt:Ser/Plas:Qn:"
60475-1,"Serotonin release 0.2 IU/mL heparin.low molecular weight",ACnc,Pt,Ser,Qn,,SERO,2.73,DISCOURAGED,1,Both,,%,"Serotonin release 0.2 IU/mL heparin.low molecular weight [Units/volume] in Serum",%,2.34,false,"Serotonin release 0.2 IU/mL heparin.low molecular weight:ACnc:Pt:Ser:Qn:"
75205-5,"Birth weight indicator",Arb,Pt,^Patient,Ord,CDC.CS,SURVEY.CDC,2.70,DEPRECATED,4,Observation,,,"Deprecated Birth weight indicator [CDC.CS]",,2.48,false,"Birth weight indicator:Arb:Pt:^Patient:Ord:CDC.CS"
72074-8,"Date last formal post dialysis weight",Date,Pt,^Patient,Qn,ESRD,SURVEY.ESRD,2.67,TRIAL,4,Observation,,MMDDYY,"Date last formal post dialysis weight [ESRD]",,2.40,false,"Date last formal post dialysis weight:Date:Pt:^Patient:Qn:ESRD"
71254-7,"My child is worried about his-her weight in the past 7D",Find,7D,^Patient,Ord,FACIT,SURVEY.GNHLTH,2.67,ACTIVE,4,Observation,"Copyright © 2010 FACIT.org. Used with permission. All translations, adaptations, symptom indices, computer programs, and scoring algorithms, and any other related documents of the Functional Assessment of Chronic Illness Therapy (FACIT) Measurement System, including the Functional Assessment of Cancer Therapy (FACT), are owned and copyrighted by, and the intellectual property of, David Cella, Ph.D.",,"My child is worried about his-her weight in the past 7 days [FACIT]",,2.40,false,"My child is worried about his-her weight in the past 7D:Find:7D:^Patient:Ord:FACIT"
72073-0,"Post-dialysis target weight for session prescribed",Find,Pt,^Patient,Ord,ESRD,SURVEY.ESRD,2.67,TRIAL,4,Observation,,,"Post-dialysis target weight for session prescribed [ESRD]",,2.40,false,"Post-dialysis target weight for session prescribed:Find:Pt:^Patient:Ord:ESRD"
74219-7,"Weight difference pre dialysis & post dialysis panel",-,Pt,^Patient,-,,PANEL.CLIN,2.46,ACTIVE,2,Order,,,"Weight difference pre dialysis and post dialysis panel",,2.46,true,"Weight difference pre dialysis & post dialysis panel:-:Pt:^Patient:-:"
8352-7,"Clothing worn during measure",Type,Pt,^Patient,Nom,,BDYWGT.ATOM,2.66,ACTIVE,2,,,,"Clothing worn during measure",,1.0h(2),false,"Clothing worn during measure:Type:Pt:^Patient:Nom:"
101685-6,"Body bone",Mass,Pt,^Patient,Qn,Measured,BDYWGT.MOLEC,2.76,ACTIVE,2,Observation,,kg,"Body bone mass",kg,2.75,false,"Body bone:Mass:Pt:^Patient:Qn:Measured"
73708-0,"Body fat mass",Mass,Pt,^Patient,Qn,Calculated,BDYWGT.ATOM,2.73,ACTIVE,2,Observation,,kg,"Body fat [Mass] Calculated",kg,2.44,false,"Body fat mass:Mass:Pt:^Patient:Qn:Calculated"
101683-1,"Body water",Mass,Pt,^Patient,Qn,,BDYWGT.MOLEC,2.76,ACTIVE,2,Observation,,kg,"Body water mass",kg,2.75,false,"Body water:Mass:Pt:^Patient:Qn:"
68494-4,"Body weight^at delivery",Mass,Pt,^Patient,Qn,,SURVEY.CDC,2.69,ACTIVE,4,,,g,"Body weight--at delivery",[lb_av];kg,2.38,false,"Body weight^at delivery:Mass:Pt:^Patient:Qn:"
77149-3,"Specimen.dry weight/total",MFr,24H,Stool,Qn,,SPEC,2.52,ACTIVE,1,Both,,%,"Dry weight/Total of 24 hour Stool",%,2.52,false,"Specimen.dry weight/total:MFr:24H:Stool:Qn:"
60477-7,"Thickness^^adjusted for maternal weight",MoM,Pt,"Nuchal fold^Fetus",Qn,,OB.US,2.70,ACTIVE,2,Observation,,M.o.M,"Fetal Nuchal fold [Multiple of the median] Thickness adjusted for maternal weight",{M.o.M},2.34,false,"Thickness^^adjusted for maternal weight:MoM:Pt:Nuchal fold^Fetus:Qn:"
20115-2,"Tidal volume.spontaneous/Body weight^on ventilator",VCnt,Pt,"Respiratory system",Qn,,PULM,2.48,ACTIVE,2,,,"mL/lb; mL/kg","Tidal volume.spontaneous/Body weight [Volume/mass] --on ventilator","mL/[lb_av]; mL/kg",1.0m,false,"Tidal volume.spontaneous/Body weight^on ventilator:VCnt:Pt:Respiratory system:Qn:"
37582-4,"Views^WO weight",Find,Pt,"Upper extremity>Acromioclavicular joint",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Acromioclavicular Joint Views WO weight",,2.14,false,"Views^WO weight:Find:Pt:Upper extremity>Acromioclavicular joint:Doc:XR"
11731-7,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD&FL&HC",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter and Femur length and Head circumference on US",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD&FL&HC"
50732-7,"Serotonin release 0.1 IU/mL heparin.low molecular weight",ACnc,Pt,Ser,Qn,,SERO,2.73,DISCOURAGED,1,Observation,,%,"Serotonin release 0.1 U/mL heparin.low molecular weight [Units/volume] in Serum",%,2.22,false,"Serotonin release 0.1 IU/mL heparin.low molecular weight:ACnc:Pt:Ser:Qn:"
88460-1,"Serotonin release 50 IU/mL heparin.low molecular weight",ACnc,Pt,Ser,Qn,,SERO,2.64,ACTIVE,1,Both,,%,"Serotonin release 50 IU/mL heparin.low molecular weight [Units/volume] in Serum",%,2.64,false,"Serotonin release 50 IU/mL heparin.low molecular weight:ACnc:Pt:Ser:Qn:"
69693-0,"Made yourself vomit often in last 3Mo in order to avoid gaining weight",Find,3Mo,^Patient,Ord,Reported.PHQ,SURVEY.PHQ,2.54,ACTIVE,4,,"Copyright © Pfizer Inc. All rights reserved. Developed by Drs. Robert L. Spitzer, Janet B.W. Williams, Kurt Kroenke and colleagues, with an educational grant from Pfizer Inc. No permission required to reproduce, translate, display or distribute.",,"Made yourself vomit often in last 3 months in order to avoid gaining weight [Reported.PHQ]",,2.38,false,"Made yourself vomit often in last 3Mo in order to avoid gaining weight:Find:3Mo:^Patient:Ord:Reported.PHQ"
70312-4,"I am bothered by a change in weight in the past 7D",Find,7D,^Patient,Ord,FACIT,SURVEY.GNHLTH,2.66,ACTIVE,4,,"Copyright © 2010 FACIT.org. Used with permission. All translations, adaptations, symptom indices, computer programs, and scoring algorithms, and any other related documents of the Functional Assessment of Chronic Illness Therapy (FACIT) Measurement System, including the Functional Assessment of Cancer Therapy (FACT), are owned and copyrighted by, and the intellectual property of, David Cella, Ph.D.",,"I am bothered by a change in weight in the past 7 days [FACIT]",,2.40,false,"I am bothered by a change in weight in the past 7D:Find:7D:^Patient:Ord:FACIT"
20117-8,"Tidal volume.spontaneous+mechanical/Body weight^on ventilator",VCnt,Pt,"Respiratory system",Qn,,PULM,2.48,ACTIVE,2,,,"mL/lb; mL/kg","Tidal volume.spontaneous+mechanical/Body weight [Volume/mass] --on ventilator","mL/[lb_av]; mL/kg",1.0m,false,"Tidal volume.spontaneous+mechanical/Body weight^on ventilator:VCnt:Pt:Respiratory system:Qn:"
37577-4,"Views^W weight",Find,Pt,"Upper extremity>Acromioclavicular joint",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Acromioclavicular Joint Views W weight",,2.14,false,"Views^W weight:Find:Pt:Upper extremity>Acromioclavicular joint:Doc:XR"
101686-4,"Body bone",MFr,Pt,^Patient,Qn,BIA,BDYWGT.MOLEC,2.76,ACTIVE,2,Observation,,%,"Body bone percentage",%,2.75,false,"Body bone:MFr:Pt:^Patient:Qn:BIA"
59574-4,"Body mass index",Prctl,Pt,^Patient,Qn,,BDYWGT.MOLEC,2.73,ACTIVE,2,,,%,"Body mass index (BMI) [Percentile]",%,2.32,false,"Body mass index:Prctl:Pt:^Patient:Qn:"
39156-5,"Body mass index",Ratio,Pt,^Patient,Qn,,BDYWGT.ATOM,2.73,ACTIVE,2,,,kg/m2,"Body mass index (BMI) [Ratio]",kg/m2,2.15,false,"Body mass index:Ratio:Pt:^Patient:Qn:"
73964-9,"Body muscle mass",Mass,Pt,^Patient,Qn,Calculated,BDYWGT.MOLEC,2.73,ACTIVE,2,Both,,kg,"Body muscle mass Calculated",kg,2.44,false,"Body muscle mass:Mass:Pt:^Patient:Qn:Calculated"
101684-9,"Body water",MFr,Pt,^Patient,Qn,Measured,BDYWGT.MOLEC,2.76,ACTIVE,2,Observation,,%,"Percentage of body water",%,2.75,false,"Body water:MFr:Pt:^Patient:Qn:Measured"
88459-3,"Serotonin release 1.0 IU/mL heparin.low molecular weight",ACnc,Pt,Ser,Qn,,SERO,2.64,ACTIVE,1,Both,,%,"Serotonin release 1.0 IU/mL heparin.low molecular weight [Units/volume] in Serum",%,2.64,false,"Serotonin release 1.0 IU/mL heparin.low molecular weight:ACnc:Pt:Ser:Qn:"
65925-0,"During these episodes of overeating and loss of control did you feel very upset about your uncontrollable overeating or resulting weight gain",Find,Pt,^Patient,Ord,EDDS,PHENX,2.65,ACTIVE,2,,,,"During these episodes of overeating and loss of control did you feel very upset about your uncontrollable overeating or resulting weight gain [EDDS]",,2.36,false,"During these episodes of overeating and loss of control did you feel very upset about your uncontrollable overeating or resulting weight gain:Find:Pt:^Patient:Ord:EDDS"
70600-2,"I worry about losing weight because I have a feeding tube in the past 7D",Find,7D,^Patient,Ord,FACIT,SURVEY.GNHLTH,2.66,ACTIVE,4,,"Copyright © 2010 FACIT.org. Used with permission. All translations, adaptations, symptom indices, computer programs, and scoring algorithms, and any other related documents of the Functional Assessment of Chronic Illness Therapy (FACIT) Measurement System, including the Functional Assessment of Cancer Therapy (FACT), are owned and copyrighted by, and the intellectual property of, David Cella, Ph.D.",,"I worry about losing weight because I have a feeding tube in the past 7 days [FACIT]",,2.40,false,"I worry about losing weight because I have a feeding tube in the past 7D:Find:7D:^Patient:Ord:FACIT"
95253-1,"In the last 12Mo, did you lose weight because there wasn't enough money for food",Find,12Mo,^Patient,Ord,"U.S. Food Security Survey",SURVEY.SDOH,2.69,ACTIVE,4,Observation,,,"In the last 12 months, did you lose weight because there wasn't enough money for food [U.S. FSS]",,2.68,false,"In the last 12Mo, did you lose weight because there wasn't enough money for food:Find:12Mo:^Patient:Ord:U.S. Food Security Survey"
94122-9,"Oxygen consumption/Body weight^peak during exercise",VRatCnt,Pt,^Patient,Qn,,PULM,2.67,ACTIVE,2,Both,,"mL/min/kg bw","Oxygen consumption (VO2)/Body weight [Volume Rate Content] --peak during exercise",mL/min/kg{body_wt},2.67,false,"Oxygen consumption/Body weight^peak during exercise:VRatCnt:Pt:^Patient:Qn:"
37578-2,"Views^W weight",Find,Pt,"Upper extremity.bilateral>Acromioclavicular joint",Doc,XR,RAD,2.64,ACTIVE,2,Both,,,"XR Acromioclavicular joint - bilateral Views W weight",,2.14,false,"Views^W weight:Find:Pt:Upper extremity.bilateral>Acromioclavicular joint:Doc:XR"
103479-2,"Views^W weight",Find,Pt,"Upper extremity.left>Acromioclavicular joint",Doc,XR,RAD,2.75,ACTIVE,2,,,,"XR Acromioclavicular joint - left Views W weight",,2.75,false,"Views^W weight:Find:Pt:Upper extremity.left>Acromioclavicular joint:Doc:XR"
103482-6,"Views^W weight",Find,Pt,"Upper extremity.right>Acromioclavicular joint",Doc,XR,RAD,2.75,ACTIVE,2,,,,"XR Acromioclavicular joint - right Views W weight",,2.75,false,"Views^W weight:Find:Pt:Upper extremity.right>Acromioclavicular joint:Doc:XR"
