LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
40533-2,Leukocytes,NCnc,Pt,"Dial fld prt",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,10*6/L,"Leukocytes [#/volume] in Peritoneal dialysis fluid by Manual count",/uL,2.15,false,"Leukocytes:NCnc:Pt:Dial fld prt:Qn:Manual count"
57846-8,Leukocytes,NCnc,Pt,"Pericard fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes [#/volume] in Pericardial fluid by Automated count",10*3/uL,2.29,false,"Leukocytes:NCnc:Pt:Pericard fld:Qn:Automated count"
809-4,Leukocytes,NCnc,Pt,"Periton fld",Qn,"Automated count",HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Peritoneal fluid by Automated count",10*3/uL,1.0,false,"Leukocytes:NCnc:Pt:Periton fld:Qn:Automated count"
807-8,Leukocytes,NCnc,Pt,"Plr fld",Qn,"Automated count",HEM/BC,2.73,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Pleural fluid by Automated count",10*3/uL,1.0,false,"Leukocytes:NCnc:Pt:Plr fld:Qn:Automated count"
808-6,Leukocytes,NCnc,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,10*9/L,"Leukocytes [#/volume] in Pleural fluid by Manual count",10*3/uL,1.0,false,"Leukocytes:NCnc:Pt:Plr fld:Qn:Manual count"
72348-6,Leukocytes,NCnc,Pt,"Prostatic fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Both,,10*6/L,"Leukocytes [#/volume] in Prostatic fluid by Manual count",10*6/L,2.42,false,"Leukocytes:NCnc:Pt:Prostatic fld:Qn:Manual count"
26469-7,Leukocytes,NCnc,Pt,"Synv fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,/uL,"Leukocytes [#/volume] in Synovial fluid",10*3/uL,2.00,false,"Leukocytes:NCnc:Pt:Synv fld:Qn:"
68434-0,Leukocytes,NCnc,Pt,"Vitr fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes [#/volume] in Vitreous fluid by Automated count",10*3/uL,2.38,false,"Leukocytes:NCnc:Pt:Vitr fld:Qn:Automated count"
20584-9,Leukocytes,NCnc,Pt,XXX,Qn,"Automated count",CELLMARK,2.73,ACTIVE,1,Observation,,/uL,"Leukocytes [#/volume] in Specimen by Automated count",10*3/uL,1.0m,false,"Leukocytes:NCnc:Pt:XXX:Qn:Automated count"
63555-7,Leukocytes,NCnc,XXX,"Urine sed",Qn,Microscopy.light.HPF,UA,2.73,ACTIVE,1,Both,,/mm3,"Leukocytes [#/volume] by Microscopy high power field in Urine sediment collected for unspecified duration",10*3/uL,2.36,false,"Leukocytes:NCnc:XXX:Urine sed:Qn:Microscopy.light.HPF"
35051-2,"Leukocytes other",NCnc,Pt,"Body fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,10*3/uL,"Leukocytes other [#/volume] in Body fluid",10*3/uL,2.11,false,"Leukocytes other:NCnc:Pt:Body fld:Qn:"
26470-5,"Leukocytes other",NCnc,Pt,CSF,Qn,,HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes other [#/volume] in Cerebral spinal fluid",10*3/uL,2.00,false,"Leukocytes other:NCnc:Pt:CSF:Qn:"
68428-2,"Leukocytes other",NCnc,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes other [#/volume] in Pericardial fluid by Manual count",10*3/uL,2.38,false,"Leukocytes other:NCnc:Pt:Pericard fld:Qn:Manual count"
68429-0,"Leukocytes other",NCnc,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes other [#/volume] in Peritoneal fluid by Manual count",10*3/uL,2.38,false,"Leukocytes other:NCnc:Pt:Periton fld:Qn:Manual count"
68430-8,"Leukocytes other",NCnc,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes other [#/volume] in Pleural fluid by Manual count",10*3/uL,2.38,false,"Leukocytes other:NCnc:Pt:Plr fld:Qn:Manual count"
67836-7,"Leukocytes other",NCnc,Pt,"Plr fld^Fetus",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,10*6/L,"Leukocytes other [#/volume] in Pleural fluid from Fetus",/uL,2.38,false,"Leukocytes other:NCnc:Pt:Plr fld^Fetus:Qn:"
35053-8,"Leukocytes other",NCnc,Pt,"Synv fld",Qn,,HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes other [#/volume] in Synovial fluid",10*3/uL,2.11,false,"Leukocytes other:NCnc:Pt:Synv fld:Qn:"
68433-2,"Leukocytes other",NCnc,Pt,"Vitr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes other [#/volume] in Vitreous fluid by Manual count",10*3/uL,2.38,false,"Leukocytes other:NCnc:Pt:Vitr fld:Qn:Manual count"
13524-4,"Leukocytes other/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Leukocytes other/100 leukocytes in Body fluid by Manual count",%,1.0k,false,"Leukocytes other/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
13523-6,"Leukocytes other/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Leukocytes other/100 leukocytes in Cerebral spinal fluid by Manual count",%,1.0k,false,"Leukocytes other/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
40535-7,"Leukocytes other/100 leukocytes",NFr,Pt,"Dial fld prt",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Leukocytes other/100 leukocytes in Peritoneal dialysis fluid by Manual count",%,2.15,false,"Leukocytes other/100 leukocytes:NFr:Pt:Dial fld prt:Qn:Manual count"
14860-1,"Leukocytes other/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Leukocytes other/100 leukocytes in Synovial fluid by Manual count",%,1.0k,false,"Leukocytes other/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
71620-9,"Leukocytes other/leukocytes",NFr.DF,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Leukocytes other/Leukocytes [Pure number fraction] in Synovial fluid by Manual count",,2.42,false,"Leukocytes other/leukocytes:NFr.DF:Pt:Synv fld:Qn:Manual count"
55598-7,"Leukocytes.disintegrated/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Leukocytes.disintegrated/100 leukocytes in Body fluid by Manual count",%,2.27,false,"Leukocytes.disintegrated/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
76674-1,"Leukocytes^1st tube",NCnc,Pt,CSF,Qn,,HEM/BC,2.73,ACTIVE,1,Both,,10*6/L,"Leukocytes [#/volume] in Cerebral spinal fluid --1st tube",10*6/L,2.52,false,"Leukocytes^1st tube:NCnc:Pt:CSF:Qn:"
48973-2,"Leukocytes^2nd specimen",PrThr,Pt,Stool,Ord,"Methylene blue stain",HEM/BC,2.56,ACTIVE,1,Both,,,"Leukocytes [Presence] in Stool by Methylene blue stain --2nd specimen",,2.21,false,"Leukocytes^2nd specimen:PrThr:Pt:Stool:Ord:Methylene blue stain"
46088-1,"Leukocytes^2nd tube",NCnc,Pt,CSF,Qn,,HEM/BC,2.70,ACTIVE,1,Both,,10*6/L,"Leukocytes [#/volume] in Cerebral spinal fluid --2nd tube",/uL,2.17,false,"Leukocytes^2nd tube:NCnc:Pt:CSF:Qn:"
46089-9,"Leukocytes^3rd tube",NCnc,Pt,CSF,Qn,,HEM/BC,2.73,ACTIVE,1,Both,,10*6/L,"Leukocytes [#/volume] in Cerebral spinal fluid --3rd tube",/uL,2.17,false,"Leukocytes^3rd tube:NCnc:Pt:CSF:Qn:"
46090-7,"Leukocytes^4th tube",NCnc,Pt,CSF,Qn,,HEM/BC,2.73,ACTIVE,1,Both,,10*6/L,"Leukocytes [#/volume] in Cerebral spinal fluid --4th tube",/uL,2.17,false,"Leukocytes^4th tube:NCnc:Pt:CSF:Qn:"
35077-7,"Lymphocytes.abnormal/100 leukocytes",NFr,Pt,"Body fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Abnormal lymphocytes/100 leukocytes in Body fluid",%,2.11,false,"Lymphocytes.abnormal/100 leukocytes:NFr:Pt:Body fld:Qn:"
30414-7,"Lymphocytes.abnormal/100 leukocytes",NFr,Pt,CSF,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Abnormal lymphocytes/100 leukocytes in Cerebral spinal fluid",%,2.04,false,"Lymphocytes.abnormal/100 leukocytes:NFr:Pt:CSF:Qn:"
30415-4,"Lymphocytes.abnormal/100 leukocytes",NFr,Pt,"Synv fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Abnormal lymphocytes/100 leukocytes in Synovial fluid",%,2.04,false,"Lymphocytes.abnormal/100 leukocytes:NFr:Pt:Synv fld:Qn:"
30417-0,"Lymphocytes.variant/100 leukocytes",NFr,Pt,"Body fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Variant lymphocytes/100 leukocytes in Body fluid",%,2.04,false,"Lymphocytes.variant/100 leukocytes:NFr:Pt:Body fld:Qn:"
32805-4,"Lymphocytes.variant/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Variant lymphocytes/100 leukocytes in Bronchial specimen by Manual count",%,2.09,false,"Lymphocytes.variant/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
30416-2,"Lymphocytes.variant/100 leukocytes",NFr,Pt,CSF,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Variant lymphocytes/100 leukocytes in Cerebral spinal fluid",%,2.04,false,"Lymphocytes.variant/100 leukocytes:NFr:Pt:CSF:Qn:"
33370-8,"Lymphocytes.variant/100 leukocytes",NFr,Pt,"Plr fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Variant lymphocytes/100 leukocytes in Pleural fluid",%,2.09,false,"Lymphocytes.variant/100 leukocytes:NFr:Pt:Plr fld:Qn:"
13941-0,"Lymphocytes/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Body fluid by Manual count",%,1.0k,false,"Lymphocytes/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
20494-1,"Lymphocytes/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.36,DEPRECATED,1,Observation,,%,"Deprecated Lymphocytes/100 leukocytes in Body fluid by Manual count",%,1.0m,false,"Lymphocytes/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
10328-3,"Lymphocytes/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Cerebral spinal fluid by Manual count",%,1.0i,false,"Lymphocytes/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
40538-1,"Lymphocytes/100 leukocytes",NFr,Pt,"Dial fld prt",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Peritoneal dialysis fluid by Manual count",%,2.15,false,"Lymphocytes/100 leukocytes:NFr:Pt:Dial fld prt:Qn:Manual count"
14822-1,"Lymphocytes/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Synovial fluid by Manual count",%,1.0k,false,"Lymphocytes/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
72364-3,"Lymphocytes/100 leukocytes",NFr,Pt,"Vitr fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Both,,%,"Lymphocytes/100 leukocytes in Vitreous fluid by Manual count",%,2.42,false,"Lymphocytes/100 leukocytes:NFr:Pt:Vitr fld:Qn:Manual count"
20619-3,"Lymphocytes/100 leukocytes",NFr,Pt,XXX,Qn,"Automated count",CELLMARK,2.70,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Specimen by Automated count",%,1.0m,false,"Lymphocytes/100 leukocytes:NFr:Pt:XXX:Qn:Automated count"
71649-8,Lymphocytes/leukocytes,NFr.DF,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Lymphocytes/Leukocytes [Pure number fraction] in Body fluid by Manual count",,2.42,false,"Lymphocytes/leukocytes:NFr.DF:Pt:Body fld:Qn:Manual count"
71660-5,Lymphocytes/leukocytes,NFr.DF,Pt,CSF,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Lymphocytes/Leukocytes [Pure number fraction] in Cerebral spinal fluid by Manual count",,2.42,false,"Lymphocytes/leukocytes:NFr.DF:Pt:CSF:Qn:Manual count"
12209-3,"Eosinophils/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Body fluid by Manual count",%,1.0j-a,false,"Eosinophils/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
13353-8,"Eosinophils/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.36,DEPRECATED,1,Observation,,%,"Deprecated Eosinophils/100 leukocytes in Body fluid by Manual count",%,1.0j-a,false,"Eosinophils/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
12208-5,"Eosinophils/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Cerebral spinal fluid by Manual count",%,1.0j-a,false,"Eosinophils/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
13350-4,"Eosinophils/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.46,DEPRECATED,1,Observation,,%,"Deprecated Eosinophils/100 leukocytes in Cerebral spinal fluid by Manual count",%,1.0j-a,false,"Eosinophils/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
57391-5,"Eosinophils/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Both,,%,"Eosinophils/100 leukocytes in Synovial fluid by Manual count",%,2.29,false,"Eosinophils/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
71646-4,Eosinophils/leukocytes,NFr.DF,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Eosinophils/Leukocytes [Pure number fraction] in Body fluid by Manual count",,2.42,false,"Eosinophils/leukocytes:NFr.DF:Pt:Body fld:Qn:Manual count"
71661-3,Eosinophils/leukocytes,NFr.DF,Pt,CSF,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,,"Eosinophils/Leukocytes [Pure number fraction] in Cerebral spinal fluid by Manual count",,2.42,false,"Eosinophils/leukocytes:NFr.DF:Pt:CSF:Qn:Manual count"
71622-5,Eosinophils/leukocytes,NFr.DF,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Eosinophils/Leukocytes [Pure number fraction] in Synovial fluid by Manual count",,2.42,false,"Eosinophils/leukocytes:NFr.DF:Pt:Synv fld:Qn:Manual count"
50342-5,"Ependymal+Choroid plexus cells/100 leukocytes",Ratio,Pt,CSF,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Ependymal+Choroid plexus cells/100 leukocytes [Ratio] in Cerebral spinal fluid",%,2.22,false,"Ependymal+Choroid plexus cells/100 leukocytes:Ratio:Pt:CSF:Qn:"
12179-8,"Basophils/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Body fluid by Manual count",%,1.0j-a,false,"Basophils/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
13520-2,"Basophils/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.36,DEPRECATED,1,Observation,,%,"Deprecated Basophils/100 leukocytes in Body fluid by Manual count",%,1.0k,false,"Basophils/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
57836-9,"Basophils/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Synovial fluid by Manual count",%,2.36,false,"Basophils/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
71647-2,Basophils/leukocytes,NFr.DF,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Basophils/Leukocytes [Pure number fraction] in Body fluid by Manual count",,2.42,false,"Basophils/leukocytes:NFr.DF:Pt:Body fld:Qn:Manual count"
71662-1,Basophils/leukocytes,NFr.DF,Pt,CSF,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Basophils/Leukocytes [Pure number fraction] in Cerebral spinal fluid by Manual count",,2.42,false,"Basophils/leukocytes:NFr.DF:Pt:CSF:Qn:Manual count"
71621-7,Basophils/leukocytes,NFr.DF,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Basophils/Leukocytes [Pure number fraction] in Synovial fluid by Manual count",,2.42,false,"Basophils/leukocytes:NFr.DF:Pt:Synv fld:Qn:Manual count"
69910-8,"Basophils+Mast cells/100 leukocytes",NFr,Pt,"Body fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Basophils+Mast cells/100 leukocytes in Body fluid",%,2.40,false,"Basophils+Mast cells/100 leukocytes:NFr:Pt:Body fld:Qn:"
69916-5,"Basophils+Mast cells/100 leukocytes",NFr,Pt,"Synv fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Basophils+Mast cells/100 leukocytes in Synovial fluid",%,2.40,false,"Basophils+Mast cells/100 leukocytes:NFr:Pt:Synv fld:Qn:"
99060-6,"Cerebroventricular lining cells/100 leukocytes",NFr,Pt,CSF,Qn,,HEM/BC,2.72,ACTIVE,1,Observation,,%,"Cerebroventricular lining cells/100 leukocytes in Cerebral spinal fluid",%,2.72,false,"Cerebroventricular lining cells/100 leukocytes:NFr:Pt:CSF:Qn:"
69017-2,"Granulocytes.immature/100 leukocytes",NFr,Pt,"Synv fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Immature granulocytes/100 leukocytes in Synovial fluid",%,2.38,false,"Granulocytes.immature/100 leukocytes:NFr:Pt:Synv fld:Qn:"
12230-9,"Macrophages/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Macrophages/100 leukocytes in Body fluid by Manual count",%,1.0j-a,false,"Macrophages/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
40490-5,"Macrophages/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Macrophages/100 leukocytes in Synovial fluid by Manual count",%,2.15,false,"Macrophages/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
71641-5,Macrophages/leukocytes,NFr.DF,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Macrophages/Leukocytes [Pure number fraction] in Body fluid by Manual count",,2.42,false,"Macrophages/leukocytes:NFr.DF:Pt:Body fld:Qn:Manual count"
71651-4,Macrophages/leukocytes,NFr.DF,Pt,CSF,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Macrophages/Leukocytes [Pure number fraction] in Cerebral spinal fluid by Manual count",,2.42,false,"Macrophages/leukocytes:NFr.DF:Pt:CSF:Qn:Manual count"
71618-3,Macrophages/leukocytes,NFr.DF,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Macrophages/Leukocytes [Pure number fraction] in Synovial fluid by Manual count",,2.42,false,"Macrophages/leukocytes:NFr.DF:Pt:Synv fld:Qn:Manual count"
35477-9,"Ciliated columnar lining cells/100 leukocytes",NRto,Pt,"Body fld",Qn,,HEM/BC,2.73,ACTIVE,1,Both,,"/100 WBC","Ciliated columnar lining cells/100 leukocytes [# Ratio] in Body fluid",/100{WBCs},2.13,false,"Ciliated columnar lining cells/100 leukocytes:NRto:Pt:Body fld:Qn:"
12234-1,"Mesothelial cells/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Mesothelial cells/100 leukocytes in Body fluid by Manual count",%,1.0j-a,false,"Mesothelial cells/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
12233-3,"Mesothelial cells/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Mesothelial cells/100 leukocytes in Cerebral spinal fluid by Manual count",%,1.0j-a,false,"Mesothelial cells/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
71640-7,"Mesothelial cells/leukocytes",NFr.DF,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Mesothelial cells/Leukocytes [Pure number fraction] in Body fluid by Manual count",,2.42,false,"Mesothelial cells/leukocytes:NFr.DF:Pt:Body fld:Qn:Manual count"
71626-6,"Mesothelial cells/leukocytes",NFr.DF,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Mesothelial cells/Leukocytes [Pure number fraction] in Peritoneal fluid by Manual count",,2.42,false,"Mesothelial cells/leukocytes:NFr.DF:Pt:Periton fld:Qn:Manual count"
93952-0,"Metamyelocytes.neutrophilic/100 leukocytes",NFr,Pt,"Bone mar",Qn,"Manual count",HEM/BC,2.67,ACTIVE,1,Observation,,%,"Metamyelocytes.neutrophilic/100 leukocytes in Bone marrow by Manual count",%,2.67,false,"Metamyelocytes.neutrophilic/100 leukocytes:NFr:Pt:Bone mar:Qn:Manual count"
33263-5,"Metamyelocytes/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Metamyelocytes/100 leukocytes in Body fluid by Manual count",%,2.09,false,"Metamyelocytes/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
33262-7,"Metamyelocytes/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Metamyelocytes/100 leukocytes in Cerebral spinal fluid by Manual count",%,2.09,false,"Metamyelocytes/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
71643-1,Metamyelocytes/leukocytes,NFr.DF,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Metamyelocytes/Leukocytes [Pure number fraction] in Body fluid by Manual count",,2.42,false,"Metamyelocytes/leukocytes:NFr.DF:Pt:Body fld:Qn:Manual count"
71655-5,Metamyelocytes/leukocytes,NFr.DF,Pt,CSF,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Metamyelocytes/Leukocytes [Pure number fraction] in Cerebral spinal fluid by Manual count",,2.42,false,"Metamyelocytes/leukocytes:NFr.DF:Pt:CSF:Qn:Manual count"
23902-0,"Monocyte+Macrophage/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.36,DEPRECATED,1,Observation,,%,"Deprecated Monocytes+Macrophages/100 leukocytes in Body fluid by Manual count",%,1.0o,false,"Monocyte+Macrophage/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
17286-6,"Monocytes/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Synovial fluid by Manual count",%,1.0l,false,"Monocytes/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
71648-0,Monocytes/leukocytes,NFr.DF,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Monocytes/Leukocytes [Pure number fraction] in Body fluid by Manual count",,2.42,false,"Monocytes/leukocytes:NFr.DF:Pt:Body fld:Qn:Manual count"
71623-3,Monocytes/leukocytes,NFr.DF,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Monocytes/Leukocytes [Pure number fraction] in Synovial fluid by Manual count",,2.42,false,"Monocytes/leukocytes:NFr.DF:Pt:Synv fld:Qn:Manual count"
21394-2,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Body fluid by Manual count",%,1.0m,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
23904-6,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Cerebral spinal fluid by Manual count",%,1.0o,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
32027-5,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Pericardial fluid by Manual count",%,2.07,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Pericard fld:Qn:Manual count"
32029-1,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Peritoneal fluid by Manual count",%,2.07,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Periton fld:Qn:Manual count"
30438-6,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,"Synv fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Synovial fluid",%,2.04,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Synv fld:Qn:"
23903-8,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,XXX,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Specimen by Manual count",%,1.0o,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:XXX:Qn:Manual count"
51648-4,"Monocytoid cells/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytoid cells/100 leukocytes in Cerebral spinal fluid by Manual count",%,2.24,false,"Monocytoid cells/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
95223-4,"Mononuclear cells/100 leukocytes",NFr,Pt,"^Stem cell product",Qn,"Manual count",HEM/BC,2.68,ACTIVE,1,Observation,,%,"Mononuclear cells/100 leukocytes in Stem cell product by Manual count",%,2.68,false,"Mononuclear cells/100 leukocytes:NFr:Pt:^Stem cell product:Qn:Manual count"
